Artist,Album,Author,Date,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10,Genre 11,Genre 12,Genre 13,Genre 14,Genre 15,Genre 16,Genre 17,Genre 18,Genre 19,Genre 20,Genre 21,Genre 22,Rating,DR Score,Label,Comments
This page can’t be found.,,Dr. Fisting,"October 5, 2015",Doom Metal,Finnish Metal,Not Metal,Post-Metal,Doom Metal,,,,,,,,,,,,,,,,,,2,6,Lifeforce Records,23
Shrines,Shrines,Jean-Luc Ricard,"September 30, 2015",Black Metal,Death Metal,Progressive Metal,Black Metal,Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,3.5,8,Apocalyptic Witchcraft,17
This page can’t be found.,,Jean-Luc Ricard,"September 30, 2015",Black Metal,Death Metal,Progressive Metal,Black Metal,Death Metal,Progressive Metal,,,,,,,,,,,,,,,,,3.5,8,Apocalyptic Witchcraft,17
Black Breath,Slaves Beyond Death,Mark Z.,"September 29, 2015",American Metal,Death Metal,Hardcore,Death Metal,Hardcore,,,,,,,,,,,,,,,,,,3,5,Southern Lord,33
W.A.S.P.,Golgotha,Steel Druhm,"September 29, 2015",American Metal,Hard Rock,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,3.5,7,Napalm Records,102
Annihilator,Suicide Society,Steel Druhm,"September 28, 2015",Canadian Metal,Hard Rock,Heavy Metal,Thrash Metal,Heavy Metal,Thrash Metal,,,,,,,,,,,,,,,,,3,8,UDR Music,56
Gloryhammer,Space 1992: Rise of the Chaos Wizards,Angry Metal Guy,"September 28, 2015",English Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,,,131
VI,De Praestigiis Angelorum,Grymm,"September 27, 2015",Black Metal,French Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Agonia Records,38
This page can’t be found.,,Grymm,"September 27, 2015",Black Metal,French Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Agonia Records,38
Serial Butcher,Brute Force Lobotomy,Diabolus in Muzaka,"September 25, 2015",Belgian Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2.5,5,Unique Leader Records,52
This page can’t be found.,,Diabolus in Muzaka,"September 25, 2015",Belgian Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2.5,5,Unique Leader Records,52
Blacklisters,Adult,Roquentin,"September 25, 2015",English Metal,Hardcore,Not Metal,Hardcore,Not Metal,Post-Hardcore,Punk,,,,,,,,,,,,,,,,3.5,6,Smalltown America,17
Magister Templi,Into Duat,Madam X,"September 24, 2015",Doom Metal,Heavy Metal,Norwegian Metal,,,,,,,,,,,,,,,,,,,,2.5,8,Cruz Del Sur Music,22
This page can’t be found.,,Madam X,"September 24, 2015",Doom Metal,Heavy Metal,Norwegian Metal,,,,,,,,,,,,,,,,,,,,2.5,8,Cruz Del Sur Music,22
Mantric,Sin,El Cuervo,"September 23, 2015",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,2,5,Loyal Blood Records,6
This page can’t be found.,,El Cuervo,"September 23, 2015",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,2,5,Loyal Blood Records,6
This page can’t be found.,,El Cuervo,"September 23, 2015",Norwegian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,2,5,Loyal Blood Records,6
Sabbath Assembly,Sabbath Assembly,Steel Druhm,"September 21, 2015",American Metal,Doom Metal,Doom Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,,58
This page can’t be found.,,Steel Druhm,"September 21, 2015",American Metal,Doom Metal,Doom Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,,58
Horna,Hengen Tulet,Dr. A.N. Grier,"September 19, 2015",Black Metal,Finnish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,7,World Terror Committee,35
Queensrÿche,Condition Hüman,Dr. Fisting,"September 18, 2015",American Metal,Heavy Metal,Progressive Metal,Heavy Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,68
This page can’t be found.,,Dr. Fisting,"September 18, 2015",American Metal,Heavy Metal,Progressive Metal,Heavy Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,,68
King Heavy,King Heavy,El Cuervo,"September 17, 2015",Avante Garde,Belgian Metal,Chilean Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,3,5,Cruz Del Sur Music,10
This page can’t be found.,,El Cuervo,"September 17, 2015",Avante Garde,Belgian Metal,Chilean Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,3,5,Cruz Del Sur Music,10
This page can’t be found.,,El Cuervo,"September 17, 2015",Avante Garde,Belgian Metal,Chilean Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,3,5,Cruz Del Sur Music,10
Windhand,Grief’s Infernal Flower,Steel Druhm,"September 17, 2015",American Metal,Doom Metal,Drone,Doom Metal,,,,,,,,,,,,,,,,,,,,,,11
Grift,Syner,Dr. A.N. Grier,"September 15, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Nordvis Produktion,49
This page can’t be found.,,Dr. A.N. Grier,"September 15, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,8,Nordvis Produktion,49
SardoniS,III,Roquentin,"September 13, 2015",Belgian Metal,Doom Metal,Stoner Rock,Doom Metal,Instrumental Metal,Stoner Metal,,,,,,,,,,,,,,,,,3,6,Consouling Sounds,6
Nechochwen,Heart of Akamon,Steel Druhm,"September 12, 2015",American Metal,Black Metal,Folk Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,4.5,6,Bindrune Recordings,84
This page can’t be found.,,Steel Druhm,"September 12, 2015",American Metal,Black Metal,Folk Metal,Black Metal,Folk Metal,,,,,,,,,,,,,,,,,,4.5,6,Bindrune Recordings,84
Slayer,Repentless,Dr. Fisting,"September 11, 2015",American Metal,Thrash Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,,,236
Kaiserreich,Cuore Nero,Diabolus in Muzaka,"September 10, 2015",Black Metal,Italian Metal,Post-Metal,Black Metal,Post-Metal,,,,,,,,,,,,,,,,,,1,5,De Tenebrarum Principio,23
Iron Maiden,The Book of Souls,Angry Metal Guy,"September 10, 2015",English Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,,,262
Skepticism,Ordeal,Grymm,"September 9, 2015",Doom Metal,Finnish Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,10,Svart Records,59
Diemonds,Never Wanna Die,Diabolus in Muzaka,"September 8, 2015",Canadian Metal,Hard Rock,Not Metal,Hard Rock,Not Metal,,,,,,,,,,,,,,,,,,2,5,Napalm Records,39
Windfaerer,Tenebrosum,El Cuervo,"September 7, 2015",American Metal,Black Metal,Death Metal,Folk Metal,Melodic Death Metal,Black Metal,Death Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,3.5,7,Unsigned,22
This page can’t be found.,,El Cuervo,"September 7, 2015",American Metal,Black Metal,Death Metal,Folk Metal,Melodic Death Metal,Black Metal,Death Metal,Folk Metal,Melodic Death Metal,,,,,,,,,,,,,,3.5,7,Unsigned,22
Wolfheart,Shadow World,Steel Druhm,"September 3, 2015",Black Metal,Death Metal,Finnish Metal,Melodic Death Metal,Black Metal,Death Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,25
Amorphis,Under the Red Cloud,Angry Metal Guy,"September 1, 2015",Finnish Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,4,6,Nuclear Blast,94
This page can’t be found.,,Angry Metal Guy,"September 1, 2015",Finnish Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,4,6,Nuclear Blast,94
This page can’t be found.,,Angry Metal Guy,"September 1, 2015",Finnish Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,4,6,Nuclear Blast,94
This page can’t be found.,,Angry Metal Guy,"September 1, 2015",Finnish Metal,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,4,6,Nuclear Blast,94
Motorhead,Bad Magic,Dr. Fisting,"August 29, 2015",Hard Rock,Heavy Metal,,,,,,,,,,,,,,,,,,,,,2.5,,UDR Music,33
Royal Hunt,XIII Devil’s Dozen,Steel Druhm,"August 29, 2015",Danish Metal,Hard Rock,Progressive Metal,Hard Rock,Progressive Metal,,,,,,,,,,,,,,,,,,,,,21
IIVII,Colony,El Cuervo,"August 28, 2015",Ambient Metal,American Metal,Ambient Metal,,,,,,,,,,,,,,,,,,,,2.5,9,Consouling Sounds,5
This page can’t be found.,,El Cuervo,"August 28, 2015",Ambient Metal,American Metal,Ambient Metal,,,,,,,,,,,,,,,,,,,,2.5,9,Consouling Sounds,5
This page can’t be found.,,El Cuervo,"August 28, 2015",Ambient Metal,American Metal,Ambient Metal,,,,,,,,,,,,,,,,,,,,2.5,9,Consouling Sounds,5
Stratovarius,Eternal,Steel Druhm,"August 26, 2015",Finnish Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,,,,45
Riverside,"Love, Fear and the Time Machine",Angry Metal Guy,"August 25, 2015",Not Metal,Polish Metal,Progressive Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,3.5,8,InsideOut,49
Draugurinn,Ísavetur,Steel Druhm,"August 25, 2015",Not Metal,Swedish Metal,Not Metal,,,,,,,,,,,,,,,,,,,,3.5,11,Nordvis Produktion,16
This page can’t be found.,,Steel Druhm,"August 25, 2015",Not Metal,Swedish Metal,Not Metal,,,,,,,,,,,,,,,,,,,,3.5,11,Nordvis Produktion,16
This page can’t be found.,,Steel Druhm,"August 25, 2015",Not Metal,Swedish Metal,Not Metal,,,,,,,,,,,,,,,,,,,,3.5,11,Nordvis Produktion,16
Chelsea Wolfe,Abyss,L. Saunders,"August 22, 2015",Doom Metal,Drone,Folk Metal,Not Metal,Doom Metal,Electronica Metal,Folk Metal,Not Metal,,,,,,,,,,,,,,,4.5,5,Sargent House,32
Pentagram,Curious Volume,Steel Druhm,"August 21, 2015",American Metal,Doom Metal,Heavy Metal,Doom Metal,,,,,,,,,,,,,,,,,,,4,8,Peaceville Records,41
This page can’t be found.,,Steel Druhm,"August 21, 2015",American Metal,Doom Metal,Heavy Metal,Doom Metal,,,,,,,,,,,,,,,,,,,4,8,Peaceville Records,41
Mike Tramp,Nomad,Grymm,"August 20, 2015",Danish Metal,Folk Metal,Not Metal,Target Group,Hard Rock,,,,,,,,,,,,,,,,,,1.5,6,Target Group,123
This page can’t be found.,,Grymm,"August 20, 2015",Danish Metal,Folk Metal,Not Metal,Target Group,Hard Rock,,,,,,,,,,,,,,,,,,1.5,6,Target Group,123
This page can’t be found.,,Grymm,"August 20, 2015",Danish Metal,Folk Metal,Not Metal,Target Group,Hard Rock,,,,,,,,,,,,,,,,,,1.5,6,Target Group,123
This page can’t be found.,,Grymm,"August 20, 2015",Danish Metal,Folk Metal,Not Metal,Target Group,Hard Rock,,,,,,,,,,,,,,,,,,1.5,6,Target Group,123
This page can’t be found.,,Grymm,"August 20, 2015",Danish Metal,Folk Metal,Not Metal,Target Group,Hard Rock,,,,,,,,,,,,,,,,,,1.5,6,Target Group,123
Myrkur,M,L. Saunders,"August 18, 2015",Black Metal,Danish Metal,Folk Metal,Black Metal,Folk Metal,Post-Metal,,,,,,,,,,,,,,,,,4,7,Relapse Records,66
Hate Eternal,Infernus,Diabolus in Muzaka,"August 17, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,6,Season of Mist,14
This page can’t be found.,,Diabolus in Muzaka,"August 17, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,6,Season of Mist,14
Ghost,Meliora,Steel Druhm,"August 17, 2015",Heavy Metal,Swedish Metal,Heavy Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,,95
Vaee Solis,Adversarial Light,Madam X,"August 15, 2015",Black Metal,Doom Metal,Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,3.5,7,Signal Rex,20
This page can’t be found.,,Madam X,"August 15, 2015",Black Metal,Doom Metal,Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,3.5,7,Signal Rex,20
This page can’t be found.,,Madam X,"August 15, 2015",Black Metal,Doom Metal,Black Metal,Doom Metal,,,,,,,,,,,,,,,,,,,3.5,7,Signal Rex,20
Krallice,Ygg huur,Roquentin,"August 12, 2015",American Metal,Avante Garde,Black Metal,,,,,,,,,,,,,,,,,,,,4,8,Self-Released,23
This page can’t be found.,,Roquentin,"August 12, 2015",American Metal,Avante Garde,Black Metal,,,,,,,,,,,,,,,,,,,,4,8,Self-Released,23
Deathwhite,Solitary Martyr EP,Steel Druhm,"August 11, 2015",American Metal,Gothic Metal,Post-Metal,Gothic Metal,Post-Metal,,,,,,,,,,,,,,,,,,,,,35
This page can’t be found.,,Steel Druhm,"August 11, 2015",American Metal,Gothic Metal,Post-Metal,Gothic Metal,Post-Metal,,,,,,,,,,,,,,,,,,,,,35
Funeste,Le Triomphe du Charnier,Grymm,"August 10, 2015",Black Metal,Canadian Metal,Black Metal,,,,,,,,,,,,,,,,,,,,2,8,Black Element Productions,4
Antropofago,Æra Dementiæ,El Cuervo,"August 9, 2015",Death Metal,French Metal,Death Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,1.5,8,Kaotoxin Records,13
Chemical Burn,Raining Anvils,L. Saunders,"August 8, 2015",American Metal,Groove Metal,Thrash Metal,Groove Metal,Thrash Metal,,,,,,,,,,,,,,,,,,2.5,7,MegaSonic Records,5
Soulfly,Archangel,Dr. Fisting,"August 7, 2015",American Metal,Death Metal,Groove Metal,Thrash Metal,Death Metal,Groove Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,6,Nuclear Blast,49
This page can’t be found.,,Dr. Fisting,"August 7, 2015",American Metal,Death Metal,Groove Metal,Thrash Metal,Death Metal,Groove Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,6,Nuclear Blast,49
This page can’t be found.,,Dr. Fisting,"August 7, 2015",American Metal,Death Metal,Groove Metal,Thrash Metal,Death Metal,Groove Metal,Thrash Metal,,,,,,,,,,,,,,,,2.5,6,Nuclear Blast,49
Fear Factory,Genexus,Steel Druhm,"August 6, 2015",American Metal,Death Metal,Death Metal,Industrial Metal,,,,,,,,,,,,,,,,,,,3,6,Nuclear Blast,92
Trials,This Ruined World,Angry Metal Guy,"August 5, 2015",American Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,,,,,66
Pissgrave,Suicide Euphoria,Diabolus in Muzaka,"August 4, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2,7,Profound Lore Records,26
This page can’t be found.,,Diabolus in Muzaka,"August 4, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2,7,Profound Lore Records,26
This page can’t be found.,,Diabolus in Muzaka,"August 4, 2015",American Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,2,7,Profound Lore Records,26
Year of the Goat,The Unspeakable,Steel Druhm,"August 4, 2015",Heavy Metal,Progressive Metal,Swedish Metal,Doom Metal,Occult Rock,,,,,,,,,,,,,,,,,,,,,50
Perversor,Anticosmocrator,Diabolus in Muzaka,"August 1, 2015",Black Metal,Chilean Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,7,Hells Headbangers Records,4
This page can’t be found.,,Diabolus in Muzaka,"August 1, 2015",Black Metal,Chilean Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,7,Hells Headbangers Records,4
This page can’t be found.,,Diabolus in Muzaka,"August 1, 2015",Black Metal,Chilean Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,7,Hells Headbangers Records,4
This page can’t be found.,,Diabolus in Muzaka,"August 1, 2015",Black Metal,Chilean Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,7,Hells Headbangers Records,4
This page can’t be found.,,Diabolus in Muzaka,"August 1, 2015",Black Metal,Chilean Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,7,Hells Headbangers Records,4
Jonne,Jonne,Steel Druhm,"July 29, 2015",Finnish Metal,Folk Metal,Not Metal,Folk Metal,,,,,,,,,,,,,,,,,,,3,7,Massacre Records,26
This page can’t be found.,,Steel Druhm,"July 29, 2015",Finnish Metal,Folk Metal,Not Metal,Folk Metal,,,,,,,,,,,,,,,,,,,3,7,Massacre Records,26
Symphony X,Underworld,Angry Metal Guy,"July 27, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,4,5,Nuclear Blast,81
This page can’t be found.,,Angry Metal Guy,"July 27, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,4,5,Nuclear Blast,81
This page can’t be found.,,Angry Metal Guy,"July 27, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,4,5,Nuclear Blast,81
This page can’t be found.,,Angry Metal Guy,"July 27, 2015",American Metal,Heavy Metal,Power Metal,Progressive Metal,Power Metal,Progressive Metal,,,,,,,,,,,,,,,,,4,5,Nuclear Blast,81
Black Space Riders,Refugeeum,El Cuervo,"July 24, 2015",German Metal,Not Metal,Progressive Metal,Progressive Rock,,,,,,,,,,,,,,,,,,,2,6,Black Space Records,2
Locrian,Infinite Dissolution,Roquentin,"July 24, 2015",American Metal,Avante Garde,Not Metal,Avante Garde,Not Metal,,,,,,,,,,,,,,,,,,4,9,Relapse Records,33
Sacri Monti,Sacri Monti,El Cuervo,"July 23, 2015",American Metal,Not Metal,Progressive Metal,Not Metal,Progressive Metal,,,,,,,,,,,,,,,,,,2.5,7,Tee Pee Records,2
Barbatos,Straight Metal War,Dr. Fisting,"July 23, 2015",Japanese Metal,,,,,,,,,,,,,,,,,,,,,,,,,49
Kronos,Arisen New Era,Kronos,"July 22, 2015",Death Metal,French Metal,,,,,,,,,,,,,,,,,,,,,4,5,Unique Leader Records,43
This page can’t be found.,,Kronos,"July 22, 2015",Death Metal,French Metal,,,,,,,,,,,,,,,,,,,,,4,5,Unique Leader Records,43
Organ Dealer,Visceral Infection,Jean-Luc Ricard,"July 21, 2015",American Metal,Death Metal,Grind,Death Metal,,,,,,,,,,,,,,,,,,,3,4,Horror Pain Gore Death Productions,8
Yellowtooth,Crushed by the Wheels of Progress,Steel Druhm,"July 21, 2015",Doom Metal,Folk Metal,Stoner Rock,Doom Metal,,,,,,,,,,,,,,,,,,,,,,8
One Master,Reclusive Blasphemy,Dr. A.N. Grier,"July 20, 2015",American Metal,Black Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3,6,Eternal Records,3
Destruktor,Opprobrium,Mark Z.,"July 20, 2015",Australian Metal,Black Metal,Death Metal,Thrash Metal,Black Metal,Death Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,10
Indesinence,III,Grymm,"July 19, 2015",Doom Metal,English Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Profound Lore Records,20
This page can’t be found.,,Grymm,"July 19, 2015",Doom Metal,English Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Profound Lore Records,20
This page can’t be found.,,Grymm,"July 19, 2015",Doom Metal,English Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,2.5,6,Profound Lore Records,20
Bone Gnawer,Cannibal Crematorium,Madam X,"July 17, 2015",American Metal,Death Metal,Grind,Swedish Metal,Death Metal,,,,,,,,,,,,,,,,,,3.5,6,Pulverised Records,11
Hellbastard,Feral,Dr. A.N. Grier,"July 16, 2015",Crust Punk,English Metal,Thrash Metal,Crust Punk,,,,,,,,,,,,,,,,,,,3.5,6,PATAC Records,10
This page can’t be found.,,Dr. A.N. Grier,"July 16, 2015",Crust Punk,English Metal,Thrash Metal,Crust Punk,,,,,,,,,,,,,,,,,,,3.5,6,PATAC Records,10
This page can’t be found.,,Dr. A.N. Grier,"July 16, 2015",Crust Punk,English Metal,Thrash Metal,Crust Punk,,,,,,,,,,,,,,,,,,,3.5,6,PATAC Records,10
This page can’t be found.,,Dr. A.N. Grier,"July 16, 2015",Crust Punk,English Metal,Thrash Metal,Crust Punk,,,,,,,,,,,,,,,,,,,3.5,6,PATAC Records,10
Prowler,From the Shadows,Steel Druhm,"July 14, 2015",American Metal,Heavy Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,2,5,Slaney Records,11
Defect Designer,Ageing Accelerator,Grymm,"July 14, 2015",Death Metal,Norwegian Metal,Russian Metal,Technical Death Metal,,,,,,,,,,,,,,,,,,,2,6,Sleaszy Rider Records,20
Svärta,Sepultus,Dr. A.N. Grier,"July 13, 2015",Black Metal,Swedish Metal,Black Metal,,,,,,,,,,,,,,,,,,,,3.5,7,A Sad Sadness Song,11
Immortal Bird,Empress/Abscess,Kronos,"July 12, 2015",American Metal,Black Metal,Death Metal,Grind,Black Metal,Death Metal,,,,,,,,,,,,,,,,,3.5,6,Broken Limbs Recordings,22
Undergang,Døden Læger Alle Sår,Diabolus in Muzaka,"July 11, 2015",Danish Metal,Death Metal,Death Metal,,,,,,,,,,,,,,,,,,,,3,10,Dark Descent Records,28
Dysentery,Fragments,Diabolus in Muzaka,"July 9, 2015",Death Metal,Slam,,,,,,,,,,,,,,,,,,,,,1.5,4,Comatose Music,27
This page can’t be found.,,Diabolus in Muzaka,"July 9, 2015",Death Metal,Slam,,,,,,,,,,,,,,,,,,,,,1.5,4,Comatose Music,27
Borealis,Purgatory,Dr. A.N. Grier,"July 8, 2015",Canadian Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,3.5,5,AFM Records,15
This page can’t be found.,,Dr. A.N. Grier,"July 8, 2015",Canadian Metal,Power Metal,Power Metal,,,,,,,,,,,,,,,,,,,,3.5,5,AFM Records,15
Graveworm,Ascending Hate,Madam X,"July 7, 2015",Black Metal,Italian Metal,Melodic Death Metal,Symphonic Metal,Black Metal,Melodic Death Metal,Symphonic Metal,,,,,,,,,,,,,,,,2,5,AFM Records,11
Khemmis,Absolution,Steel Druhm,"July 7, 2015",American Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,4,7,20 Buck Spin,28
This page can’t be found.,,Steel Druhm,"July 7, 2015",American Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,4,7,20 Buck Spin,28
This page can’t be found.,,Steel Druhm,"July 7, 2015",American Metal,Doom Metal,Doom Metal,,,,,,,,,,,,,,,,,,,,4,7,20 Buck Spin,28
Kingcrow,Eidos,Dr. A.N. Grier,"July 3, 2015",Italian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,8,Sensory Records,47
This page can’t be found.,,Dr. A.N. Grier,"July 3, 2015",Italian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,8,Sensory Records,47
This page can’t be found.,,Dr. A.N. Grier,"July 3, 2015",Italian Metal,Progressive Metal,Progressive Metal,,,,,,,,,,,,,,,,,,,,4,8,Sensory Records,47
Luca Turilli’s Rhapsody,"Prometheus, Symphonia Ignis Divinus",El Cuervo,"July 2, 2015",Italian Metal,Power Metal,Symphonic Metal,Power Metal,Symphonic Metal,,,,,,,,,,,,,,,,,,3.5,7,Nuclear Blast,34
Abyssion,Luonnon Harmonia Ja Vihreä Liekki,Diabolus in Muzaka,"July 1, 2015",Black Metal,Crust Punk,Finnish Metal,Black Metal,Crust Punk,,,,,,,,,,,,,,,,,,1.5,6,Svart Records,15
This page can’t be found.,,Diabolus in Muzaka,"July 1, 2015",Black Metal,Crust Punk,Finnish Metal,Black Metal,Crust Punk,,,,,,,,,,,,,,,,,,1.5,6,Svart Records,15
This page can’t be found.,,Diabolus in Muzaka,"July 1, 2015",Black Metal,Crust Punk,Finnish Metal,Black Metal,Crust Punk,,,,,,,,,,,,,,,,,,1.5,6,Svart Records,15
Jungle Rot,Order Shall Prevail,Diabolus in Muzaka,"July 1, 2015",American Metal,Death Metal,Hardcore,Death Metal,Hardcore,,,,,,,,,,,,,,,,,,2.5,7,Victory Records,29
Jason W. Walton,Mara,Madam X,"June 29, 2015",American Metal,Black Metal,Not Metal,Not Metal,Black Metal,Not Metal,,,,,,,,,,,,,,,,,3.5,7,Red Orchard Records,3
Burning Point,Burning Point,Steel Druhm,"June 28, 2015",Finnish Metal,Heavy Metal,Power Metal,Heavy Metal,Power Metal,,,,,,,,,,,,,,,,,,2.5,5,AFM Records,13
King Giant,Black Ocean Waves,El Cuervo,"June 28, 2015",American Metal,Doom Metal,Stoner Rock,Doom Metal,Stoner Rock,,,,,,,,,,,,,,,,,,3,7,The Path Less Travelled Records,14
This page can’t be found.,,El Cuervo,"June 28, 2015",American Metal,Doom Metal,Stoner Rock,Doom Metal,Stoner Rock,,,,,,,,,,,,,,,,,,3,7,The Path Less Travelled Records,14
This page can’t be found.,,El Cuervo,"June 28, 2015",American Metal,Doom Metal,Stoner Rock,Doom Metal,Stoner Rock,,,,,,,,,,,,,,,,,,3,7,The Path Less Travelled Records,14
Valdur,Pathetic Scum,Madam X,"June 25, 2015",American Metal,Black Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,2,6,Bloody Mountain Records,13
This page can’t be found.,,Madam X,"June 25, 2015",American Metal,Black Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,2,6,Bloody Mountain Records,13
Chaos Magic,Chaos Magic,Steel Druhm,"June 25, 2015",Chilean Metal,Finnish Metal,Gothic Metal,Gothic Metal,,,,,,,,,,,,,,,,,,,2.5,6,Frontiers Records,60
Lorna Shore,Psalms,Kronos,"June 24, 2015",American Metal,Deathcore,Deathcore,,,,,,,,,,,,,,,,,,,,4,5,Density Records,19
To/Die/For,Cult,Steel Druhm,"June 23, 2015",Finnish Metal,Gothic Metal,,,,,,,,,,,,,,,,,,,,,,,,23
This page can’t be found.,,Steel Druhm,"June 23, 2015",Finnish Metal,Gothic Metal,,,,,,,,,,,,,,,,,,,,,,,,23
Dew-Scented,Intermination,L. Saunders,"June 22, 2015",German Metal,Thrash Metal,Thrash Metal,,,,,,,,,,,,,,,,,,,,2,7,Metal Blade Records,12
Goatsnake,Black Age Blues,Steel Druhm,"June 21, 2015",American Metal,Doom Metal,Stoner Rock,Doom Metal,,,,,,,,,,,,,,,,,,,,,,21
Nekromanteion,Cosmic Horrors EP,El Cuervo,"June 21, 2015",Black Metal,Death Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,,,,,5
Thornesbreed,GTRD,Diabolus in Muzaka,"June 20, 2015",Black Metal,Death Metal,German Metal,Black Metal,Death Metal,,,,,,,,,,,,,,,,,,4,7,Art of Propaganda Records,11
Pro-Pain,Voice of Rebellion,Steel Druhm,"June 19, 2015",American Metal,Hardcore,Thrash Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,27
This page can’t be found.,,Steel Druhm,"June 19, 2015",American Metal,Hardcore,Thrash Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,27
This page can’t be found.,,Steel Druhm,"June 19, 2015",American Metal,Hardcore,Thrash Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,27
This page can’t be found.,,Steel Druhm,"June 19, 2015",American Metal,Hardcore,Thrash Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,27
This page can’t be found.,,Steel Druhm,"June 19, 2015",American Metal,Hardcore,Thrash Metal,Heavy Metal,,,,,,,,,,,,,,,,,,,,,,27
